B rank energy bp_bound eig1 eig2 eig3 eig4 eig5 eig6 eig7 eig8 eig9 eig10 eig11 eig12 eig13 eig14 eig15 eig16 eig17 eig18
1.8000 1 4.09999999 2 0.9999999910 0.0000000044 0.0000000032 0.0000000013 0.0000000012 0.0000000011 0.0000000008 0.0000000007 0.0000000007 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002
1.9000 1 4.30000000 2 0.9999999940 0.0000000010 0.0000000009 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.0000 1 4.50000000 2 0.9999999907 0.0000000045 0.0000000033 0.0000000012 0.0000000011 0.0000000010 0.0000000008 0.0000000006 0.0000000006 0.0000000006 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002
2.1000 1 4.70000000 2 0.9999999927 0.0000000106 0.0000000080 0.0000000031 0.0000000022 0.0000000017 0.0000000014 0.0000000014 0.0000000013 0.0000000012 0.0000000010 0.0000000010 0.0000000008 0.0000000007 0.0000000006 0.0000000005 0.0000000005 0.0000000004
2.2000 1 4.90000000 2 0.9999999892 0.0000000041 0.0000000031 0.0000000015 0.0000000012 0.0000000010 0.0000000007 0.0000000007 0.0000000006 0.0000000005 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002
2.3000 1 5.10000000 2 0.9999999887 0.0000000059 0.0000000044 0.0000000021 0.0000000017 0.0000000013 0.0000000011 0.0000000010 0.0000000008 0.0000000007 0.0000000007 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000003
2.4000 1 5.30000000 2 0.9999999951 0.0000000002 0.0000000002 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.5000 1 5.50000000 2 0.9999999932 0.0000000058 0.0000000045 0.0000000020 0.0000000013 0.0000000011 0.0000000010 0.0000000009 0.0000000007 0.0000000006 0.0000000006 0.0000000006 0.0000000005 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003
2.6000 1 5.70000000 2 0.9999999925 0.0000000040 0.0000000030 0.0000000014 0.0000000011 0.0000000009 0.0000000008 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002
2.7000 1 5.90000000 2 0.9999999923 0.0000000027 0.0000000021 0.0000000010 0.0000000009 0.0000000006 0.0000000006 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002 0.0000000002 0.0000000002
2.8000 1 6.10000000 2 0.9999999929 0.0000000050 0.0000000039 0.0000000017 0.0000000012 0.0000000011 0.0000000010 0.0000000008 0.0000000006 0.0000000005 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003
2.9000 1 6.30000000 2 0.9999999922 0.0000000038 0.0000000030 0.0000000015 0.0000000011 0.0000000011 0.0000000009 0.0000000007 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002
3.0000 1 6.50000000 2 0.9999999932 0.0000000067 0.0000000055 0.0000000026 0.0000000018 0.0000000017 0.0000000011 0.0000000011 0.0000000009 0.0000000008 0.0000000007 0.0000000006 0.0000000006 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000004
3.1000 1 6.70000000 2 0.9999999928 0.0000000058 0.0000000048 0.0000000023 0.0000000018 0.0000000015 0.0000000011 0.0000000010 0.0000000008 0.0000000007 0.0000000007 0.0000000006 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000003
3.2000 1 6.90000000 2 0.9999999928 0.0000000055 0.0000000046 0.0000000022 0.0000000018 0.0000000015 0.0000000012 0.0000000009 0.0000000007 0.0000000007 0.0000000006 0.0000000005 0.0000000005 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000003
3.3000 1 7.10000000 2 0.9999999927 0.0000000034 0.0000000028 0.0000000014 0.0000000012 0.0000000010 0.0000000009 0.0000000006 0.0000000005 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002
3.4000 1 7.29999999 2 0.9999999937 0.0000000015 0.0000000013 0.0000000006 0.0000000006 0.0000000004 0.0000000004 0.0000000003 0.0000000002 0.0000000002 0.0000000002 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001
3.5000 1 7.49999999 2 0.9999999928 0.0000000040 0.0000000033 0.0000000016 0.0000000016 0.0000000013 0.0000000011 0.0000000007 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000002
3.6000 1 7.69999999 2 0.9999999927 0.0000000052 0.0000000045 0.0000000023 0.0000000021 0.0000000015 0.0000000014 0.0000000009 0.0000000008 0.0000000007 0.0000000007 0.0000000005 0.0000000005 0.0000000005 0.0000000005 0.0000000004 0.0000000004 0.0000000003
3.7000 1 7.89999998 2 0.9999999934 0.0000000041 0.0000000035 0.0000000018 0.0000000017 0.0000000012 0.0000000011 0.0000000007 0.0000000006 0.0000000006 0.0000000005 0.0000000004 0.0000000004 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003
3.8000 1 8.09999998 2 0.9999999939 0.0000000033 0.0000000029 0.0000000015 0.0000000015 0.0000000010 0.0000000009 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002
3.9000 1 8.29999997 2 0.9999999937 0.0000000046 0.0000000041 0.0000000022 0.0000000021 0.0000000015 0.0000000012 0.0000000008 0.0000000007 0.0000000007 0.0000000006 0.0000000005 0.0000000004 0.0000000004 0.0000000004 0.0000000004 0.0000000003 0.0000000003
4.0000 1 8.49999997 2 0.9999999952 0.0000000010 0.0000000009 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000002 0.0000000002 0.0000000002 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001 0.0000000001
4.1000 1 8.69999996 2 0.9999999954 0.0000000018 0.0000000016 0.0000000009 0.0000000009 0.0000000006 0.0000000006 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002 0.0000000002 0.0000000002 0.0000000002 0.0000000001 0.0000000001
4.2000 1 8.89999995 2 0.9999999943 0.0000000031 0.0000000028 0.0000000017 0.0000000015 0.0000000015 0.0000000011 0.0000000006 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000002
4.3000 1 9.10000000 2 0.9999999888 0.0000000059 0.0000000052 0.0000000034 0.0000000033 0.0000000028 0.0000000021 0.0000000012 0.0000000012 0.0000000010 0.0000000009 0.0000000007 0.0000000007 0.0000000006 0.0000000006 0.0000000006 0.0000000005 0.0000000005
4.4000 1 9.30000000 2 0.9999999908 0.0000000033 0.0000000030 0.0000000021 0.0000000020 0.0000000017 0.0000000012 0.0000000007 0.0000000007 0.0000000006 0.0000000005 0.0000000004 0.0000000004 0.0000000004 0.0000000004 0.0000000003 0.0000000003 0.0000000003
4.5000 1 9.50000000 2 0.9999999908 0.0000000027 0.0000000024 0.0000000020 0.0000000017 0.0000000014 0.0000000010 0.0000000006 0.0000000006 0.0000000005 0.0000000005 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000003 0.0000000003
4.6000 1 9.70000000 2 0.9999999855 0.0000000054 0.0000000047 0.0000000043 0.0000000037 0.0000000027 0.0000000019 0.0000000013 0.0000000012 0.0000000011 0.0000000009 0.0000000008 0.0000000007 0.0000000007 0.0000000006 0.0000000006 0.0000000006 0.0000000005
4.7000 1 9.90000000 2 0.9999999949 0.0000000002 0.0000000001 0.0000000001 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.8000 1 10.10000000 2 0.9999999949 0.0000000025 0.0000000020 0.0000000010 0.0000000009 0.0000000006 0.0000000004 0.0000000003 0.0000000003 0.0000000003 0.0000000002 0.0000000002 0.0000000002 0.0000000002 0.0000000002 0.0000000001 0.0000000001 0.0000000001
4.9000 1 10.30000000 2 0.9999999805 0.0000000079 0.0000000075 0.0000000068 0.0000000056 0.0000000041 0.0000000031 0.0000000021 0.0000000020 0.0000000016 0.0000000015 0.0000000012 0.0000000011 0.0000000011 0.0000000009 0.0000000009 0.0000000009 0.0000000008
5.0000 1 10.50000000 2 0.9999999868 0.0000000064 0.0000000055 0.0000000053 0.0000000043 0.0000000038 0.0000000025 0.0000000016 0.0000000015 0.0000000012 0.0000000012 0.0000000009 0.0000000008 0.0000000008 0.0000000008 0.0000000007 0.0000000007 0.0000000006
