B rank energy bp_bound eig1 eig2 eig3 eig4 eig5 eig6 eig7 eig8
1.4000 4 1.43333030 2 0.7170778509 0.1595802324 0.0871126032 0.0362293131 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.4500 4 1.46666418 2 0.6983661451 0.1686509633 0.0973133554 0.0356695367 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.5000 4 1.49999566 2 0.5381092759 0.2574720826 0.1512167649 0.0532018738 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.5500 4 1.53333017 2 0.7939388069 0.1164335740 0.0628082719 0.0268193470 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.6000 4 1.56666324 2 0.7226984950 0.1595823220 0.0758538081 0.0418653867 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.6500 4 1.59999801 2 0.8022432574 0.1104555579 0.0641446897 0.0231564951 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.7000 4 1.63333294 2 0.6373406338 0.2034774688 0.1148820398 0.0442998576 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.7500 4 1.66666566 2 0.7108768786 0.1627277212 0.0900576534 0.0363377469 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.8000 4 1.69999740 2 0.6680171045 0.1866068025 0.1041455977 0.0412304962 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.8500 4 1.73333188 2 0.6560546713 0.1920636981 0.1114723460 0.0404092735 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.9000 4 1.76666486 2 0.7960883148 0.1149695306 0.0628877963 0.0260543594 0.0000000000 0.0000000000 0.0000000000 0.0000000000
1.9500 4 1.79999563 2 0.6562348954 0.1941584482 0.1050551845 0.0445514718 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.0000 4 1.83333211 2 0.7793759190 0.1246213093 0.0673537251 0.0286490463 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.0500 4 1.86666560 2 0.8037210468 0.1113796681 0.0584137223 0.0264855629 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.1000 4 1.89999725 2 0.4956796275 0.2802088112 0.1644412694 0.0596702920 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.1500 4 1.93332831 2 0.6498375331 0.1941816744 0.1175556549 0.0384251374 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.2000 4 1.96666165 2 0.7620597748 0.1337400451 0.0746575229 0.0295426574 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.2500 4 1.99999590 2 0.5337755413 0.2610945546 0.1484150179 0.0567148862 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.3000 4 2.03332672 2 0.6029686658 0.2218712199 0.1283850938 0.0467750201 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.3500 4 2.06665953 2 0.5966403970 0.2251966440 0.1311244534 0.0470385051 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.4000 4 2.09999517 2 0.7428467778 0.1448932083 0.0796269528 0.0326330616 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.4500 4 2.13332902 2 0.6446989484 0.1972457414 0.1186644041 0.0393909025 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.5000 4 2.16666376 2 0.7514221791 0.1393183321 0.0791922626 0.0300672261 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.5500 4 2.19999449 2 0.6051224860 0.2193400214 0.1315349442 0.0440025445 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.6000 4 2.23332774 2 0.7650748216 0.1321293584 0.0734574950 0.0293383254 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.6500 4 2.26666377 2 0.5952512113 0.2260474587 0.1313189725 0.0473823575 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.7000 4 2.29999730 2 0.6519322093 0.1946373958 0.1122163393 0.0412140556 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.7500 0 2.33332994 2 0.0000000004 0.0000000001 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.8000 4 2.36666449 2 0.6827776751 0.1764385848 0.1051209733 0.0356627667 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.8500 4 2.39999191 2 0.5711254056 0.2400039799 0.1377713111 0.0510992845 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.9000 4 2.43332788 2 0.8404575662 0.0930278044 0.0400000946 0.0265145349 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.9500 4 2.46666428 2 0.7338462115 0.1492450945 0.0845698221 0.0323388720 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0000 4 2.49999518 2 0.6831444695 0.1768808838 0.1030670501 0.0369075966 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0500 4 2.53333258 2 0.6765169016 0.1807484847 0.1046900182 0.0380445953 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.1000 4 2.56666610 2 0.6756455931 0.1831350518 0.0993026730 0.0419166821 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.1500 4 2.59999926 2 0.8048406585 0.1095796548 0.0615748678 0.0240048191 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.2000 4 2.63333232 2 0.7963770247 0.1144029034 0.0640349326 0.0251851394 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.2500 4 2.66665636 2 0.4691978286 0.2987503787 0.1652447191 0.0668070705 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.3000 0 2.69999617 2 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.3500 4 2.73332509 2 0.5759799446 0.2360865037 0.1396868660 0.0482466857 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.4000 4 2.76666324 2 0.6630025166 0.1888970400 0.1073087686 0.0407916748 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.4500 4 2.79999833 2 0.5549587513 0.2499545304 0.1401934524 0.0548932651 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.5000 4 2.83333024 2 0.7767626767 0.1294141791 0.0582318418 0.0355913025 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.5500 4 2.86666092 2 0.5751004350 0.2370964132 0.1385018608 0.0493012907 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.6000 4 2.89999715 2 0.6752644317 0.1819555795 0.1036087921 0.0391711967 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.6500 4 2.93333064 2 0.7351096870 0.1489924646 0.0827882522 0.0331095964 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.7000 4 2.96666298 2 0.6929225057 0.1712762619 0.1003242148 0.0354770176 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.7500 4 2.99999407 2 0.7625104047 0.1342363349 0.0722696974 0.0309835628 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.8000 0 3.03332653 2 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.8500 4 3.06666538 2 0.8068712080 0.1086352968 0.0603470570 0.0241464393 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.9000 4 3.09999421 2 0.7982294766 0.1139312083 0.0617436267 0.0260956878 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.9500 4 3.13332541 2 0.6228277086 0.2127164923 0.1161950519 0.0482607467 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.0000 4 3.16666413 2 0.7837699676 0.1214877326 0.0679960722 0.0267462276 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.0500 4 3.19999890 2 0.6021107270 0.2213276374 0.1317051915 0.0448564442 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.1000 4 3.23333136 2 0.8003647162 0.1124486799 0.0618862894 0.0253003144 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.1500 4 3.26666341 2 0.5456954221 0.2535506489 0.1479498405 0.0528040880 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.2000 4 3.29999433 2 0.8310019649 0.0955423051 0.0513654174 0.0220903131 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.2500 4 3.33333300 2 0.6184839567 0.2176551936 0.1100672071 0.0537936429 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.3000 4 3.36666582 2 0.7755034720 0.1277021237 0.0658855250 0.0309088794 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.3500 4 3.39999683 2 0.7917575852 0.1168460938 0.0659439995 0.0254523215 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.4000 4 3.43331761 2 0.5463906475 0.2528909463 0.1485451424 0.0521732632 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.4500 4 3.46666266 2 0.7971150689 0.1146940482 0.0616778369 0.0265130462 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.5000 4 3.49999707 2 0.6203638920 0.2139420047 0.1174471972 0.0482469081 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.5500 4 3.53332980 2 0.7607454440 0.1376355592 0.0656018798 0.0360171171 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.6000 4 3.56665772 2 0.7297607630 0.1549935053 0.0754976468 0.0397480851 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.6500 4 3.59999103 2 0.7698958384 0.1316124537 0.0653707343 0.0331209742 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.7000 4 3.63332746 2 0.5835406867 0.2330569866 0.1336474585 0.0497548699 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.7500 4 3.66665923 2 0.8335316888 0.0945656810 0.0492376600 0.0226649704 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.8000 4 3.69998685 2 0.5524350738 0.2491007317 0.1478274566 0.0506367311 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.8500 4 3.73332569 2 0.6687007788 0.1859301154 0.1048075980 0.0405615091 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.9000 4 3.76665986 2 0.7759433028 0.1259713106 0.0701977570 0.0278876297 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.9500 4 3.79999890 2 0.8221201073 0.1008887820 0.0530842450 0.0239068657 0.0000000000 0.0000000000 0.0000000000 0.0000000000
5.0000 4 3.83332183 2 0.5694747264 0.2438786760 0.1294139027 0.0572326951 0.0000000000 0.0000000000 0.0000000000 0.0000000000
