B rank energy bp_bound eig1 eig2 eig3 eig4 eig5 eig6 eig7 eig8
2.9000 4 2.43332939 1 0.6697116205 0.1842782788 0.1077396816 0.0382704192 0.0000000000 0.0000000000 0.0000000000 0.0000000000
2.9500 4 2.46666310 1 0.5576226441 0.2464841130 0.1452910721 0.0506021568 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0000 4 2.49999777 1 0.6229770117 0.2097319470 0.1234041966 0.0438868599 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.0500 4 2.53333185 1 0.7993852318 0.1124906591 0.0637550798 0.0243690287 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.1000 4 2.56666468 1 0.7375538361 0.1474876129 0.0824202474 0.0325383036 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.1500 4 2.59999141 1 0.6810524241 0.1788428657 0.1013658847 0.0387388252 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.2000 4 2.63332584 1 0.5191935224 0.2695602172 0.1528475456 0.0583987139 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.2500 4 2.66665964 1 0.7886392044 0.1190685305 0.0655135044 0.0267787608 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.3000 4 2.69999463 1 0.6661153721 0.1879966195 0.1037799746 0.0421080330 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.3500 4 2.73332188 1 0.6097810879 0.2185687443 0.1247263498 0.0469238188 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.4000 4 2.76665830 1 0.6593658432 0.1908444845 0.1087344914 0.0410551810 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.4500 4 2.79998519 1 0.7052411533 0.1647036248 0.0953628733 0.0346923569 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.5000 4 2.83332773 1 0.7292095764 0.1522412176 0.0848554104 0.0336937957 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.5500 4 2.86666174 1 0.5596668768 0.2460835566 0.1424096803 0.0518398860 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.6000 4 2.89999412 1 0.7780762659 0.1242238267 0.0711723050 0.0265276024 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.6500 4 2.93332762 1 0.6852548782 0.1757147644 0.1023569479 0.0366734097 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.7000 0 2.96665791 1 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.7500 4 2.99999602 1 0.9158058044 0.0496887255 0.0193142731 0.0151911973 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.8000 4 3.03332513 1 0.5434743295 0.2615024955 0.1285237371 0.0664994371 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.8500 4 3.06666006 1 0.7204533806 0.1567176610 0.0889397136 0.0338892449 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.9000 4 3.09999414 1 0.7408462168 0.1464486837 0.0789608053 0.0337442943 0.0000000000 0.0000000000 0.0000000000 0.0000000000
3.9500 4 3.13332329 1 0.7313480897 0.1514790021 0.0828666065 0.0343063014 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.0000 4 3.16666330 1 0.7932180435 0.1165298013 0.0639721568 0.0262799982 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.0500 4 3.19999243 1 0.7520352250 0.1393049121 0.0780138427 0.0306460208 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.1000 4 3.23332563 1 0.7810624187 0.1225571150 0.0702007658 0.0261797009 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.1500 4 3.26665668 1 0.6423629610 0.2001357663 0.1148552336 0.0426460397 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.2000 4 3.29999772 1 0.7038590041 0.1670647360 0.0910863516 0.0379899084 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.2500 4 3.33333077 1 0.6348334819 0.2038216162 0.1188585822 0.0424863191 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.3000 0 3.36665476 1 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.3500 4 3.39998797 1 0.5869404804 0.2330886046 0.1268529667 0.0531179482 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.4000 4 3.43332636 1 0.6789840836 0.1819462997 0.0961908996 0.0428787165 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.4500 4 3.46666227 1 0.7338523837 0.1501610244 0.0818126189 0.0341739729 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.5000 4 3.49999548 1 0.7427689796 0.1448480201 0.0799176801 0.0324653203 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.5500 4 3.53332430 1 0.8090749454 0.1083129120 0.0569097864 0.0257023560 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.6000 0 3.56665476 1 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.6500 4 3.59999956 1 0.7948448068 0.1160140368 0.0622663068 0.0268748498 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.7000 4 3.63332840 1 0.9241667478 0.0466564999 0.0174785359 0.0116982165 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.7500 4 3.66666105 1 0.6204404684 0.2154950037 0.1126280080 0.0514365196 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.8000 4 3.69998969 1 0.7528907366 0.1384901348 0.0787482093 0.0298709195 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.8500 4 3.73332875 1 0.7029589709 0.1659264396 0.0962995993 0.0348149902 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.9000 4 3.76666186 1 0.9102982880 0.0534702061 0.0189893841 0.0172421212 0.0000000000 0.0000000000 0.0000000000 0.0000000000
4.9500 4 3.79999618 1 0.7917553630 0.1170772149 0.0652562616 0.0259111604 0.0000000000 0.0000000000 0.0000000000 0.0000000000
5.0000 4 3.83332305 1 0.6802729899 0.1777078153 0.1063305530 0.0356886416 0.0000000000 0.0000000000 0.0000000000 0.0000000000
