B rank energy bp_bound eig1 eig2 eig3 eig4 eig5 eig6 eig7 eig8
3.5000 1 -0.62132034 1 0.9999999996 0.0000000032 0.0000000026 0.0000000018 0.0000000012 0.0000000010 0.0000000010 0.0000000007
3.5500 1 -0.61990676 1 0.9999999999 0.0000000035 0.0000000029 0.0000000020 0.0000000013 0.0000000011 0.0000000011 0.0000000008
3.6000 1 -0.61852484 1 1.0000000010 0.0000000039 0.0000000032 0.0000000023 0.0000000014 0.0000000012 0.0000000012 0.0000000009
3.6500 1 -0.61717358 1 1.0000000006 0.0000000042 0.0000000035 0.0000000025 0.0000000016 0.0000000014 0.0000000013 0.0000000010
3.7000 1 -0.61585198 1 0.9999999988 0.0000000047 0.0000000039 0.0000000028 0.0000000018 0.0000000015 0.0000000015 0.0000000012
3.7500 1 -0.61455911 1 0.9999999997 0.0000000020 0.0000000016 0.0000000010 0.0000000008 0.0000000006 0.0000000006 0.0000000005
3.8000 1 -0.61329406 1 1.0000000007 0.0000000020 0.0000000017 0.0000000011 0.0000000008 0.0000000006 0.0000000006 0.0000000005
3.8500 1 -0.61205597 1 0.9999999988 0.0000000024 0.0000000020 0.0000000012 0.0000000009 0.0000000007 0.0000000007 0.0000000006
3.9000 1 -0.61084400 1 0.9999999984 0.0000000026 0.0000000022 0.0000000013 0.0000000010 0.0000000008 0.0000000007 0.0000000006
3.9500 1 -0.60965736 1 1.0000000000 0.0000000026 0.0000000022 0.0000000014 0.0000000010 0.0000000008 0.0000000008 0.0000000007
4.0000 1 -0.60849529 1 0.9999999985 0.0000000030 0.0000000025 0.0000000016 0.0000000012 0.0000000009 0.0000000009 0.0000000007
4.0500 1 -0.60735703 1 0.9999999992 0.0000000032 0.0000000027 0.0000000018 0.0000000013 0.0000000010 0.0000000010 0.0000000008
4.1000 1 -0.60624189 1 1.0000000014 0.0000000035 0.0000000030 0.0000000022 0.0000000014 0.0000000012 0.0000000011 0.0000000009
4.1500 1 -0.60514918 1 1.0000000010 0.0000000036 0.0000000031 0.0000000023 0.0000000015 0.0000000012 0.0000000012 0.0000000010
4.2000 1 -0.60407824 1 1.0000000013 0.0000000041 0.0000000035 0.0000000027 0.0000000016 0.0000000014 0.0000000014 0.0000000011
4.2500 1 -0.60302846 1 1.0000000007 0.0000000041 0.0000000036 0.0000000026 0.0000000017 0.0000000014 0.0000000014 0.0000000011
4.3000 1 -0.60199920 1 1.0000000004 0.0000000044 0.0000000038 0.0000000028 0.0000000018 0.0000000015 0.0000000015 0.0000000012
4.3500 1 -0.60098990 1 1.0000000008 0.0000000046 0.0000000040 0.0000000030 0.0000000019 0.0000000016 0.0000000016 0.0000000013
4.4000 1 -0.60000000 1 1.0000000008 0.0000000047 0.0000000041 0.0000000030 0.0000000019 0.0000000016 0.0000000016 0.0000000013
4.4500 1 -0.59902894 1 1.0000000009 0.0000000049 0.0000000043 0.0000000032 0.0000000020 0.0000000017 0.0000000016 0.0000000014
4.5000 1 -0.59807621 1 1.0000000007 0.0000000051 0.0000000044 0.0000000033 0.0000000020 0.0000000017 0.0000000017 0.0000000014
4.5500 1 -0.59714130 1 1.0000000008 0.0000000052 0.0000000046 0.0000000034 0.0000000021 0.0000000018 0.0000000018 0.0000000015
4.6000 1 -0.59622372 1 1.0000000008 0.0000000053 0.0000000047 0.0000000035 0.0000000021 0.0000000019 0.0000000018 0.0000000015
4.6500 1 -0.59532301 1 1.0000000007 0.0000000055 0.0000000048 0.0000000036 0.0000000022 0.0000000019 0.0000000019 0.0000000016
4.7000 1 -0.59443872 1 1.0000000008 0.0000000056 0.0000000049 0.0000000037 0.0000000022 0.0000000019 0.0000000019 0.0000000016
4.7500 1 -0.59357040 1 1.0000000008 0.0000000057 0.0000000051 0.0000000038 0.0000000023 0.0000000020 0.0000000020 0.0000000016
4.8000 1 -0.59271763 1 1.0000000007 0.0000000058 0.0000000052 0.0000000038 0.0000000023 0.0000000020 0.0000000020 0.0000000017
4.8500 1 -0.59188001 1 1.0000000007 0.0000000059 0.0000000053 0.0000000039 0.0000000024 0.0000000021 0.0000000020 0.0000000017
4.9000 1 -0.59105715 1 1.0000000006 0.0000000060 0.0000000054 0.0000000040 0.0000000024 0.0000000021 0.0000000021 0.0000000018
4.9500 1 -0.59024866 1 1.0000000007 0.0000000061 0.0000000055 0.0000000041 0.0000000024 0.0000000021 0.0000000021 0.0000000018
5.0000 1 -0.58945417 1 1.0000000006 0.0000000062 0.0000000056 0.0000000041 0.0000000025 0.0000000022 0.0000000022 0.0000000018
